DateUTC,CountryCode,Value,Cov_ratio
2025-02-26 00:00:00,PT,5790.0,100
2025-02-26 01:00:00,ES,23368.0,100
2025-02-26 01:00:00,PT,5384.6,100
2025-02-26 02:00:00,ES,23017.0,100
2025-02-26 02:00:00,PT,5154.8,100
2025-02-26 03:00:00,PT,5055.3,100
2025-02-26 03:00:00,ES,22917.0,100
2025-02-26 04:00:00,ES,23645.0,100
2025-02-26 04:00:00,PT,5014.2,100
2025-02-26 05:00:00,ES,26774.0,100
2025-02-26 05:00:00,PT,5142.0,100
2025-02-26 06:00:00,ES,31004.0,100
2025-02-26 06:00:00,PT,5615.5,100
2025-02-26 07:00:00,PT,6454.5,100
2025-02-26 07:00:00,ES,32524.0,100
2025-02-26 08:00:00,ES,31692.0,100
2025-02-26 08:00:00,PT,7094.5,100
2025-02-26 09:00:00,ES,30244.0,100
2025-02-26 09:00:00,PT,7102.9,100
2025-02-26 10:00:00,ES,29329.0,100
2025-02-26 10:00:00,PT,6799.0,100
2025-02-26 11:00:00,ES,28424.0,100
2025-02-26 11:00:00,PT,6726.1,100
2025-02-26 12:00:00,PT,6498.3,100
2025-02-26 12:00:00,ES,27837.0,100
2025-02-26 13:00:00,PT,6439.7,100
2025-02-26 13:00:00,ES,27603.0,100
2025-02-26 14:00:00,ES,27340.0,100
2025-02-26 14:00:00,PT,6561.4,100
2025-02-26 15:00:00,ES,27777.0,100
2025-02-26 15:00:00,PT,6652.9,100
2025-02-26 16:00:00,ES,28967.0,100
2025-02-26 16:00:00,PT,6806.9,100
2025-02-26 17:00:00,ES,30772.0,100
2025-02-26 17:00:00,PT,7020.8,100
2025-02-26 18:00:00,PT,7640.7,100
2025-02-26 18:00:00,ES,33914.0,100
2025-02-26 19:00:00,ES,35458.0,100
2025-02-26 19:00:00,PT,8307.5,100
2025-02-26 20:00:00,ES,34506.0,100
2025-02-26 20:00:00,PT,8213.0,100
2025-02-26 21:00:00,PT,7756.9,100
2025-02-26 21:00:00,ES,31272.0,100
2025-02-26 22:00:00,PT,7096.4,100
2025-02-26 22:00:00,ES,28140.0,100
2025-02-26 23:00:00,PT,6387.2,100
2025-02-26 23:00:00,ES,26316.0,100
2025-02-27 00:00:00,ES,24745.0,100
2025-02-27 00:00:00,PT,5865.0,100
2025-02-27 01:00:00,PT,5462.2,100
2025-02-27 01:00:00,ES,23634.0,100
2025-02-27 02:00:00,PT,5218.6,100
2025-02-27 02:00:00,ES,23246.0,100
2025-02-27 03:00:00,ES,23294.0,100
2025-02-27 03:00:00,PT,5094.1,100
2025-02-27 04:00:00,PT,5053.7,100
2025-02-27 04:00:00,ES,23760.0,100
2025-02-27 05:00:00,ES,26158.0,100
2025-02-27 05:00:00,PT,5170.8,100
2025-02-27 06:00:00,PT,5642.1,100
2025-02-27 06:00:00,ES,30191.0,100
2025-02-27 07:00:00,PT,6388.1,100
2025-02-27 07:00:00,ES,32758.0,100
2025-02-27 08:00:00,PT,7156.3,100
2025-02-27 08:00:00,ES,32883.0,100
2025-02-27 09:00:00,ES,32196.0,100
2025-02-27 09:00:00,PT,7532.6,100
2025-02-27 10:00:00,PT,7748.2,100
2025-02-27 10:00:00,ES,31350.0,100
2025-02-27 11:00:00,PT,7958.2,100
2025-02-27 11:00:00,ES,30703.0,100
2025-02-27 12:00:00,PT,7831.6,100
2025-02-27 12:00:00,ES,30214.0,100
2025-02-27 13:00:00,ES,29682.0,100
2025-02-27 13:00:00,PT,7774.0,100
2025-02-27 14:00:00,PT,7866.0,100
2025-02-27 14:00:00,ES,29213.0,100
2025-02-27 15:00:00,ES,29011.0,100
2025-02-27 15:00:00,PT,7732.6,100
2025-02-27 16:00:00,ES,29685.0,100
2025-02-27 16:00:00,PT,7693.3,100
2025-02-27 17:00:00,PT,7735.8,100
2025-02-27 17:00:00,ES,30840.0,100
2025-02-27 18:00:00,PT,8132.7,100
2025-02-27 18:00:00,ES,33497.0,100
2025-02-27 19:00:00,PT,8663.0,100
2025-02-27 19:00:00,ES,34989.0,100
2025-02-27 20:00:00,PT,8522.7,100
2025-02-27 20:00:00,ES,34645.0,100
2025-02-27 21:00:00,PT,8041.0,100
2025-02-27 21:00:00,ES,31958.0,100
2025-02-27 22:00:00,PT,7367.8,100
2025-02-27 22:00:00,ES,29017.0,100
2025-02-27 23:00:00,PT,6554.3,100
2025-02-27 23:00:00,ES,26760.0,100
2025-02-28 00:00:00,ES,25082.0,100
2025-02-28 00:00:00,PT,5968.0,100
2025-02-28 01:00:00,ES,23855.0,100
2025-02-28 01:00:00,PT,5535.6,100
2025-02-28 02:00:00,PT,5282.8,100
2025-02-28 02:00:00,ES,23097.0,100
